Packet Index,Category,Confidence,Field_0,Field_1,Field_2,Field_3,Field_4,Field_5,Field_6
887,LABEL_1,0.5434471368789673,888,45.337514,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
888,LABEL_1,0.543459951877594,889,45.338158,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
889,LABEL_1,0.543258547782898,890,45.338174,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=14435 Win=513 Len=0
890,LABEL_1,0.5434364676475525,891,45.350795,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
891,LABEL_1,0.5433350801467896,892,45.363903,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
892,LABEL_1,0.543099045753479,893,45.363932,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=14534 Win=513 Len=0
893,LABEL_1,0.5433225035667419,894,45.442503,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
894,LABEL_1,0.5432985424995422,895,45.454460,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
895,LABEL_1,0.5430329442024231,896,45.454501,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=14633 Win=512 Len=0
896,LABEL_1,0.5432983636856079,897,45.543493,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
897,LABEL_1,0.5434735417366028,898,45.554227,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
898,LABEL_1,0.5431313514709473,899,45.554268,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=14734 Win=512 Len=0
899,LABEL_1,0.5434426069259644,900,45.647041,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
900,LABEL_1,0.5434503555297852,901,45.656824,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
901,LABEL_1,0.5431041121482849,902,45.656849,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=14838 Win=512 Len=0
902,LABEL_1,0.5432763695716858,903,45.717272,172.31.254.5,239.255.255.250,SSDP,211,M-SEARCH * HTTP/1.1 
903,LABEL_1,0.5434096455574036,904,45.770451,104.18.26.90,172.31.254.61,TLSv1.2,122,Application Data
904,LABEL_1,0.5431684851646423,905,45.810731,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=14906 Win=511 Len=0
905,LABEL_1,0.5433512330055237,906,45.856496,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
906,LABEL_1,0.5433555245399475,907,45.868965,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
907,LABEL_1,0.5431353449821472,908,45.869004,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=15013 Win=511 Len=0
908,LABEL_1,0.5433934330940247,909,45.957968,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
909,LABEL_1,0.5431257486343384,910,46.007909,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=15063 Win=511 Len=0
910,LABEL_1,0.543438196182251,911,46.028066,172.31.254.9,239.255.255.250,SSDP,211,M-SEARCH * HTTP/1.1 
911,LABEL_1,0.5433918237686157,912,46.044192,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
912,LABEL_1,0.543266773223877,913,46.083998,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
913,LABEL_1,0.5431868433952332,914,46.084045,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=15168 Win=510 Len=0
914,LABEL_1,0.5434049367904663,915,46.136966,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
915,LABEL_1,0.5433982610702515,916,46.147329,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
916,LABEL_1,0.5433100461959839,917,46.147369,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=15266 Win=510 Len=0
917,LABEL_1,0.5433911085128784,918,46.250046,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
918,LABEL_1,0.5434487462043762,919,46.267237,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
919,LABEL_1,0.5431458950042725,920,46.267286,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=15370 Win=510 Len=0
920,LABEL_1,0.5433476567268372,921,46.335840,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
921,LABEL_1,0.5434355735778809,922,46.347192,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
922,LABEL_1,0.5430936217308044,923,46.347230,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=15475 Win=515 Len=0
923,LABEL_1,0.5433139801025391,924,46.438656,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
924,LABEL_1,0.5434096455574036,925,46.447228,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
925,LABEL_1,0.5431610941886902,926,46.447264,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=15575 Win=514 Len=0
926,LABEL_1,0.5414892435073853,927,46.456293,ZyxelCom_fd:26:61,Broadcast,0x8899,60,Realtek Layer 2 Protocols
927,LABEL_1,0.5434045791625977,928,46.528149,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
928,LABEL_1,0.5433506369590759,929,46.536814,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
929,LABEL_1,0.5430348515510559,930,46.536859,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=15685 Win=514 Len=0
930,LABEL_1,0.5433680415153503,931,46.634778,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
931,LABEL_1,0.5433982014656067,932,46.650729,104.18.26.90,172.31.254.61,TLSv1.2,112,Application Data
932,LABEL_1,0.5430771708488464,933,46.650790,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=15797 Win=514 Len=0
933,LABEL_1,0.5434239506721497,934,46.727769,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
934,LABEL_1,0.5434798002243042,935,46.735622,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
935,LABEL_1,0.5430782437324524,936,46.735657,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=15900 Win=513 Len=0
936,LABEL_1,0.5433590412139893,937,46.820752,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
937,LABEL_1,0.5433297157287598,938,46.830053,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
938,LABEL_1,0.5430725812911987,939,46.830093,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=16004 Win=513 Len=0
939,LABEL_1,0.5434195399284363,940,46.923062,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
940,LABEL_1,0.5419763326644897,941,46.935100,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
941,LABEL_1,0.5434690713882446,942,46.956959,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
942,LABEL_1,0.5431467294692993,943,46.957001,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=16113 Win=512 Len=0
943,LABEL_1,0.5434665679931641,944,47.026239,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
944,LABEL_1,0.543404757976532,945,47.035160,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
945,LABEL_1,0.543199896812439,946,47.035201,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2832 Ack=16215 Win=512 Len=0
946,LABEL_1,0.5435994267463684,947,47.183944,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
947,LABEL_1,0.5427066683769226,948,47.189714,Alcatel-_80:04:71,LLDP_Multicast,LLDP,60,MA/e8:e7:32:80:04:60 MA/e8:e7:32:80:04:71 120 
948,LABEL_1,0.5434869527816772,949,47.191294,172.31.254.61,104.18.26.90,TLSv1.2,89,Application Data
949,LABEL_1,0.5434566140174866,950,47.203298,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
950,LABEL_1,0.5437347292900085,951,47.209210,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
951,LABEL_1,0.5432698726654053,952,47.209237,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2867 Ack=16370 Win=511 Len=0
952,LABEL_1,0.5434564352035522,953,47.224447,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
953,LABEL_1,0.5432237386703491,954,47.264302,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2867 Ack=16419 Win=511 Len=0
954,LABEL_1,0.5434476137161255,955,47.308426,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
955,LABEL_1,0.5433509945869446,956,47.321773,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
956,LABEL_1,0.5431324243545532,957,47.321814,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2867 Ack=16526 Win=511 Len=0
957,LABEL_1,0.54335618019104,958,47.407656,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
958,LABEL_1,0.5433025360107422,959,47.418986,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
959,LABEL_1,0.5429723858833313,960,47.419015,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2867 Ack=16626 Win=510 Len=0
960,LABEL_1,0.543402373790741,961,47.505024,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
961,LABEL_1,0.5433018803596497,962,47.511209,172.31.254.61,104.18.26.90,TLSv1.2,89,Application Data
962,LABEL_1,0.5434529781341553,963,47.518003,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
963,LABEL_1,0.5430414080619812,964,47.557853,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=16726 Win=510 Len=0
964,LABEL_1,0.5432077050209045,965,47.624645,172.31.254.61,108.177.14.102,TCP,55,[TCP Keep-Alive] 55896  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1
965,LABEL_1,0.5433350801467896,966,47.632495,104.18.26.90,172.31.254.61,TCP,60,443  >  55471 [ACK] Seq=16726 Ack=2902 Win=17 Len=0
966,LABEL_1,0.543305516242981,967,47.641114,172.31.254.61,74.125.131.139,TCP,55,[TCP Keep-Alive] 55898  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1
967,LABEL_1,0.5434221625328064,968,47.663593,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
968,LABEL_1,0.5430238246917725,969,47.705526,108.177.14.102,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55896 [ACK] Seq=1 Ack=2 Win=1045 Len=0 SLE=1 SRE=2
969,LABEL_1,0.5430635809898376,970,47.711651,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=16777 Win=510 Len=0
970,LABEL_1,0.5431698560714722,971,47.724953,74.125.131.139,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55898 [ACK] Seq=1 Ack=2 Win=1044 Len=0 SLE=1 SRE=2
971,LABEL_1,0.5434015989303589,972,47.747072,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
972,LABEL_1,0.5433877110481262,973,47.756464,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
973,LABEL_1,0.5430783629417419,974,47.756492,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=16878 Win=515 Len=0
974,LABEL_1,0.5434960126876831,975,47.808948,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
975,LABEL_1,0.5434945821762085,976,47.816795,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
976,LABEL_1,0.5431509613990784,977,47.816834,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=16979 Win=514 Len=0
977,LABEL_1,0.5433117747306824,978,47.902823,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
978,LABEL_1,0.5433689951896667,979,47.928368,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
979,LABEL_1,0.5429815053939819,980,47.928417,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=17083 Win=514 Len=0
980,LABEL_1,0.5434058308601379,981,48.000730,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
981,LABEL_1,0.5433855652809143,982,48.014373,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
982,LABEL_1,0.5432151556015015,983,48.014467,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=17187 Win=514 Len=0
983,LABEL_1,0.5435262322425842,984,48.103762,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
984,LABEL_1,0.5434308052062988,985,48.111147,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
985,LABEL_1,0.5431541800498962,986,48.111176,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=17288 Win=513 Len=0
986,LABEL_1,0.5436522960662842,987,48.197329,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
987,LABEL_1,0.5434720516204834,988,48.219820,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
988,LABEL_1,0.5432576537132263,989,48.219868,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=17390 Win=513 Len=0
989,LABEL_1,0.5434445738792419,990,48.427852,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
990,LABEL_1,0.5433648824691772,991,48.438239,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
991,LABEL_1,0.5431767106056213,992,48.438264,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=17492 Win=512 Len=0
992,LABEL_1,0.5434377193450928,993,48.448680,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
993,LABEL_1,0.5433642268180847,994,48.462592,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
994,LABEL_1,0.5430915951728821,995,48.462627,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=17596 Win=512 Len=0
995,LABEL_1,0.5433318018913269,996,48.503066,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
996,LABEL_1,0.543347179889679,997,48.516020,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
997,LABEL_1,0.5430892109870911,998,48.516065,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=17697 Win=512 Len=0
998,LABEL_1,0.5434804558753967,999,48.617627,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
999,LABEL_1,0.5433816313743591,1000,48.622809,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1000,LABEL_1,0.5430982112884521,1001,48.622824,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=17802 Win=511 Len=0
1001,LABEL_1,0.5434635877609253,1002,48.705129,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1002,LABEL_1,0.5433306097984314,1003,48.720073,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
1003,LABEL_1,0.5433436036109924,1004,48.720124,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=17908 Win=511 Len=0
1004,LABEL_1,0.5433163046836853,1005,48.810009,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
1005,LABEL_1,0.5433840155601501,1006,48.821549,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
1006,LABEL_1,0.5430760383605957,1007,48.821610,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=18016 Win=510 Len=0
1007,LABEL_1,0.5432751774787903,1008,48.898721,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1008,LABEL_1,0.5417892932891846,1009,48.935409,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
1009,LABEL_1,0.5431202054023743,1010,48.944843,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=18068 Win=510 Len=0
1010,LABEL_1,0.5432884097099304,1011,49.081469,104.18.26.90,172.31.254.61,TLSv1.2,110,Application Data
1011,LABEL_1,0.5434979796409607,1012,49.112216,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1012,LABEL_1,0.5435073375701904,1013,49.112260,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=18175 Win=510 Len=0
1013,LABEL_1,0.5433474183082581,1014,49.113918,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1014,LABEL_1,0.5432940125465393,1015,49.161763,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=18225 Win=510 Len=0
1015,LABEL_1,0.5435808300971985,1016,49.201476,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
1016,LABEL_1,0.5434295535087585,1017,49.244124,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=18280 Win=515 Len=0
1017,LABEL_1,0.5414682030677795,1018,49.459014,ZyxelCom_fd:26:61,Broadcast,0x8899,60,Realtek Layer 2 Protocols
1018,LABEL_1,0.5424674153327942,1019,49.506861,172.31.254.2,224.0.0.251,MDNS,182,"Standard query response 0x0000 A, cache flush 172.31.254.2 AAAA, cache flush ::"
1019,LABEL_1,0.5416240096092224,1020,49.507264,fe80::1bbc:ec74:f334:3e5a,ff02::fb,MDNS,202,"Standard query response 0x0000 A, cache flush 172.31.254.2 AAAA, cache flush ::"
1020,LABEL_1,0.5433325171470642,1021,49.512901,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1021,LABEL_1,0.5432847738265991,1022,49.516381,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1022,LABEL_1,0.5432404279708862,1023,49.516399,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=18381 Win=514 Len=0
1023,LABEL_1,0.5433440804481506,1024,49.532998,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1024,LABEL_1,0.5434406399726868,1025,49.551700,104.18.26.90,172.31.254.61,TLSv1.2,110,Application Data
1025,LABEL_1,0.5430938005447388,1026,49.551744,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=18489 Win=514 Len=0
1026,LABEL_1,0.5432599782943726,1027,49.571805,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1027,LABEL_1,0.5433617830276489,1028,49.602243,104.18.26.90,172.31.254.61,TLSv1.2,110,Application Data
1028,LABEL_1,0.5430180430412292,1029,49.602292,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=18596 Win=514 Len=0
1029,LABEL_1,0.5432923436164856,1030,49.687548,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1030,LABEL_1,0.5432513952255249,1031,49.700452,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1031,LABEL_1,0.5431063175201416,1032,49.700521,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=18696 Win=513 Len=0
1032,LABEL_1,0.5433759093284607,1033,49.711950,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1033,LABEL_1,0.5428863763809204,1034,49.715331,172.31.254.61,64.233.165.138,TCP,571,"[TCP Retransmission] 55970  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131840 Len=517"
1034,LABEL_1,0.5433944463729858,1035,49.730697,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1035,LABEL_1,0.5432815551757812,1036,49.730750,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=18797 Win=513 Len=0
1036,LABEL_1,0.5433334112167358,1037,49.802743,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1037,LABEL_1,0.5435543060302734,1038,49.814507,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1038,LABEL_1,0.5432810187339783,1039,49.814574,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=18898 Win=512 Len=0
1039,LABEL_1,0.5433469414710999,1040,49.900657,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
1040,LABEL_1,0.5433611869812012,1041,49.915722,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1041,LABEL_1,0.5433511137962341,1042,49.915766,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=19002 Win=512 Len=0
1042,LABEL_1,0.5432689785957336,1043,50.009777,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
1043,LABEL_1,0.5432817339897156,1044,50.030507,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1044,LABEL_1,0.5432661175727844,1045,50.030569,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=19107 Win=512 Len=0
1045,LABEL_1,0.5433940887451172,1046,50.135808,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
1046,LABEL_1,0.5432773232460022,1047,50.154059,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
1047,LABEL_1,0.5433692932128906,1048,50.154104,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=19213 Win=511 Len=0
1048,LABEL_1,0.5436524152755737,1049,50.198227,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1049,LABEL_1,0.543373703956604,1050,50.213361,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1050,LABEL_1,0.5433167219161987,1051,50.213409,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=19313 Win=511 Len=0
1051,LABEL_1,0.5433054566383362,1052,50.307510,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
1052,LABEL_1,0.5433794856071472,1053,50.329639,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
1053,LABEL_1,0.5431867241859436,1054,50.329687,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=19415 Win=510 Len=0
1054,LABEL_1,0.5434037446975708,1055,50.411407,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1055,LABEL_1,0.5433985590934753,1056,50.422643,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
1056,LABEL_1,0.543229877948761,1057,50.422687,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=19514 Win=510 Len=0
1057,LABEL_1,0.5432262420654297,1058,50.511125,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1058,LABEL_1,0.5433288812637329,1059,50.520610,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1059,LABEL_1,0.5432757139205933,1060,50.520642,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=19616 Win=510 Len=0
1060,LABEL_1,0.5431612133979797,1061,50.611218,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1061,LABEL_1,0.5432488918304443,1062,50.621300,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1062,LABEL_1,0.5433018207550049,1063,50.621339,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=19718 Win=515 Len=0
1063,LABEL_1,0.5432297587394714,1064,50.699946,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1064,LABEL_1,0.5433587431907654,1065,50.715067,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1065,LABEL_1,0.5433237552642822,1066,50.715115,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=19819 Win=514 Len=0
1066,LABEL_1,0.5432804822921753,1067,50.799591,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1067,LABEL_1,0.5433144569396973,1068,50.813755,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1068,LABEL_1,0.5431762337684631,1069,50.813806,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=19923 Win=514 Len=0
1069,LABEL_1,0.5418893694877625,1070,50.935550,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
1070,LABEL_1,0.5433279275894165,1071,50.945347,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1071,LABEL_1,0.5433722734451294,1072,50.955989,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
1072,LABEL_1,0.5429696440696716,1073,50.956027,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=2902 Ack=20029 Win=514 Len=0
1073,LABEL_1,0.5433158874511719,1074,51.016434,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
1074,LABEL_1,0.542945146560669,1075,51.027088,172.31.254.61,77.88.8.8,DNS,95,Standard query 0xf514 A optimizationguide-pa.googleapis.com
